"","country","name","title","startYr","endYr"
"1","afghanistan","abdul_rahim_ghafoorzai_","prime minister","19970811","19970821"
"2","afghanistan","gulbuddin_hekmatyar_","prime minister","19960626","19960927"
"3","afghanistan","ahmad_shah_ahmadzai_","prime minister","19950101","19960626"
"4","afghanistan","arsala_rahmani_","prime minister","19941101","19950101"
"5","afghanistan","gulbuddin_hekmatyar_","prime minister","19930617","19940628"
"6","afghanistan","abdul_sabur_farid_kuhestani_","prime minister","19920706","19920815"
"7","afghanistan","fazal_haq_khaliqyar_","prime minister","19900508","19920415"
"8","afghanistan","sultan_ali_keshtmand_","prime minister","19890221","19900508"
"9","afghanistan","mohammad_hassan_sharq_","prime minister","19880526","19890221"
"10","afghanistan","sultan_ali_keshtmand_","prime minister","19810611","19880526"
"11","afghanistan","babrak_karmal_","prime minister","19791227","19810611"
"12","afghanistan","hafizullah_amin_","prime minister","19790327","19791227"
"13","afghanistan","nur_mohammad_taraki_","prime minister","19780501","19790327"
"14","afghanistan","mohammad_musa_shafiq_","prime minister","19721212","19730717"
"15","afghanistan","abdul_zahir_","prime minister","19710609","19721212"
"16","afghanistan","mohammad_nur_ahmad_etemadi_","prime minister","19671101","19710609"
"17","afghanistan","mawlawi_abdul_kabir_","head of the supreme council","20010416","20011113"
"18","afghanistan","mullah_mohammad_rabbani_","head of the supreme council","19960927","20010416"
"19","afghanistan","hamid_karzai_","president","20011222","20161201"
"20","afghanistan","burhanuddin_rabbani_","president","20011113","20011222"
"21","afghanistan","burhanuddin_rabbani_","president","19920628","19960927"
"22","afghanistan","sibghatullah_mojadedi_","president","19920428","19920628"
"23","afghanistan","abdul_rahim_hatef_","president","19920416","19920428"
"24","afghanistan","mohammad_najibullah_","president","19871130","19920416"
"25","afghanistan","sardar_mohammad_daud_khan_","president","19730717","19780427"
"26","afghanistan","mohammad_najibullah_","president of the revolutionary council","19870930","19871130"
"27","afghanistan","haji_mohammad_chamkani_","president of the revolutionary council","19861124","19870930"
"28","afghanistan","babrak_karmal_","president of the revolutionary council","19791227","19861124"
"29","afghanistan","hafizullah_amin_","president of the revolutionary council","19790916","19791227"
"30","afghanistan","nur_mohammad_taraki_","president of the revolutionary council","19780430","19790916"
"31","afghanistan","abdul_qadir_","chairman of the military council","19780427","19780430"
"32","afghanistan","mohammad_zahir_shah_","king","19331108","19730717"
"33","albania","sali_berisha_","prime minister","20050911","20161201"
"34","albania","fatos_nano_","prime minister","20020731","20050911"
"35","albania","pandeli_majko_","prime minister","20020222","20020731"
"36","albania","ilir_meta_","prime minister","19991029","20020222"
"37","albania","pandeli_majko_","prime minister","19981002","19991029"
"38","albania","fatos_nano_","prime minister","19970724","19981002"
"39","albania","bashkim_fino_","prime minister","19970311","19970724"
"40","albania","aleksander_meksi_","prime minister","19920413","19970311"
"41","albania","vilson_ahmeti_","prime minister","19911210","19920413"
"42","albania","ylli_bufi_","prime minister","19910605","19911210"
"43","albania","fatos_nano_","prime minister","19910222","19910605"
"44","albania","adil_carcani_","chairman of the council of minister","19811218","19910222"
"45","albania","mehmet_shehu_","chairman of the council of minister","19540720","19811218"
"46","albania","bamir_topi_","president","20070724","20161201"
"47","albania","alfred_moisiu_","president","20020724","20070724"
"48","albania","rexhep_meidani_","president","19970724","20020724"
"49","albania","sali_berisha_","president","19920409","19970724"
"50","albania","pjeter_arbnori_","president","19920406","19920409"
"51","albania","kastriot_islami_","president","19920403","19920406"
"52","albania","ramiz_alia_","president","19910430","19920403"
"53","albania","ramiz_alia_","chairman","19821122","19910430"
"54","albania","haxhi_lleshi_","chairman","19530801","19821122"
"55","algeria","abdelaziz_belkhadem_","prime minister","20060524","20080623"
"56","algeria","ali_benflis_","prime minister","20000827","20030505"
"57","algeria","ahmed_benbitour_","prime minister","19991223","20000827"
"58","algeria","smail_hamdani_","prime minister","19981215","19991223"
"59","algeria","ahmed_ouyahia_","prime minister","19951231","19981215"
"60","algeria","mokdad_sifi_","prime minister","19940411","19951231"
"61","algeria","redha_malek_","prime minister","19930821","19940411"
"62","algeria","belaid_abdessalam_","prime minister","19920708","19930821"
"63","algeria","sid_ahmed_ghozali_","prime minister","19910605","19920708"
"64","algeria","mouloud_hamrouche_","prime minister","19890909","19910605"
"65","algeria","kasdi_merbah_","prime minister","19881105","19890909"
"66","algeria","abdelhamid_brahimi_","prime minister","19840122","19881105"
"67","algeria","mohamed_ben_ahmed_abdelghan_","prime minister","19790308","19840122"
"68","algeria","ahmed_ben_bella_","prime minister","19620927","19630920"
"69","algeria","redha_malek_","high state committee","19920114","19940131"
"70","algeria","mohamed_boudiaf_","high state committee","19920114","19940131"
"71","algeria","ali_kafi_","high state committee","19920114","19940131"
"72","algeria","tedjini_haddam_","high state committee","19920114","19940131"
"73","algeria","ali_haroun_","high state committee","19920114","19940131"
"74","algeria","khaled_nezzar_","high state committee","19920114","19940131"
"75","algeria","abdelaziz_bouteflika_","president","19990427","20161201"
"76","algeria","liamine_z_roual_","president","19940131","19990427"
"77","algeria","abdelmalek_benhabyles_","president","19920111","19920114"
"78","algeria","chadli_bendjedid_","president","19790209","19920111"
"79","algeria","rabah_bitat_","president","19781227","19790209"
"80","algeria","houari_boumedienne_","president","19650619","19781227"
"81","american_samoa","togiola_tulafono_","governor","20030326","20161201"
"82","american_samoa","tauese_p_sunia_","governor","19970103","20030326"
"83","american_samoa","peter_tali_coleman_","governor","19850103","19890102"
"84","american_samoa","hyrum_rex_lee_","governor","19770528","19780103"
"85","american_samoa","frank_barnett_","governor","19761001","19770527"
"86","american_samoa","earl_b_ruth_","governor","19750206","19760930"
"87","american_samoa","frank_c_mockler_","governor","19741015","19750206"
"88","american_samoa","john_morse_haydon_","governor","19690801","19741014"
"89","andorra","albert_pintat_santolaria_","head of government","20050527","20161201"
"90","andorra","marc_forne_molne_","head of government","19941207","20050527"
"91","andorra","josep_pintat_solans_","head of government","19840521","19900112"
"92","andorra","oscar_ribas_reig_","head of government","19820108","19840521"
"93","andorra","joan_gabriel_estany_","first","20050517","20161201"
"94","andorra","francesc_areny_casal_","first","19970310","20050517"
"95","andorra","josep_dalleres_codina_","first","19940119","19970310"
"96","andorra","jordi_farras_forne_","first","19920412","19940119"
"97","andorra","albert_gelabert_","first","19910215","19920412"
"98","andorra","josep_maria_beal_benedico_","first","19900112","19910215"
"99","andorra","francesc_cerqueda_pascuet_","first","19820104","19900112"
"100","andorra","estanislau_sangra_font_","first","19781229","19820104"
"101","andorra","julia_reig_ribo_","first","19721201","19781229"
"102","andorra","francesc_escude_ferrero_","first","19661201","19721201"
"103","andorra","nemesi_marques_oste_","personal representative of the episcopal coprince","19930101","20161201"
"104","andorra","philippe_massoni_","personal representative of the french coprince","20020701","20161201"
"105","andorra","frederic_de_saint_sernin_","personal representative of the french coprince","19990501","20020701"
"106","andorra","pierre_de_bousquet_de_florian_","personal representative of the french coprince","19970201","19990501"
"107","andorra","jean_yves_caullet_","personal representative of the french coprince","19930901","19970201"
"108","andorra","joan_enric_vives_sicilia_","coprince","20030512","20161201"
"109","andorra","joan_marti_alanis_","coprince","19710131","20030512"
"110","andorra","ramon_malla_call_","coprince","19690619","19710131"
"111","angola","antonio_paulo_kassoma_","prime minister","20080930","20161201"
"112","angola","fernando_da_piedade_dias_dos_santos_","prime minister","20021206","20080930"
"113","angola","marcolino_moco_","prime minister","19921202","19960603"
"114","angola","fernando_jose_de_franca_dias_van_dunem_","prime minister","19910719","19921202"
"115","angola","lopo_do_nascimento_","prime minister","19751111","19781209"
"116","angola","jose_eduardo_dos_santos_","president","19790910","20161201"
"117","angola","agostinho_neto_","president","19751111","19790910"
"118","angola","leonel_cardoso_","high","19750826","19751110"
"119","angola","ernesto_ferreira_de_macedo_","high","19750802","19750826"
"120","angola","antonio_silva_cardoso_","high","19750128","19750802"
"121","angola","antonio_alva_rosa_coutinho_","high","19740724","19750128"
"122","angola","silvino_silverio_marques_","high","19740615","19740724"
"123","angola","fernando_augusto_santos_e_castro_","high","19721001","19740501"
"124","angola","camilo_augusto_de_miranda_rebocho_vaz_","high","19661027","19720101"
"125","anguilla","osbourne_fleming_","chief minister","20000306","20161201"
"126","anguilla","hubert_hughes_","chief minister","19940318","20000306"
"127","anguilla","emile_gumbs_","chief minister","19770202","19800501"
"128","anguilla","ronald_webster_","chief minister","19760210","19770202"
"129","anguilla","andrew_george_","governor","20060710","20161201"
"130","anguilla","alan_huckle_","governor","20040528","20060602"
"131","anguilla","mark_capes_","governor","20040429","20040528"
"132","anguilla","peter_johnstone_","governor","20000204","20040429"
"133","anguilla","roger_cousins_","governor","20000127","20000204"
"134","anguilla","robert_harris_","governor","19961201","20000127"
"135","anguilla","alan_hoole_","governor","19951103","19961201"
"136","anguilla","alan_w_shave_","governor","19920814","19950101"
"137","anguilla","brian_g_j_canty_","governor","19890101","19920101"
"138","anguilla","geoffrey_owen_whittaker_","governor","19870101","19890101"
"139","anguilla","alastair_turner_baillie_","governor","19830101","19870101"
"140","anguilla","charles_harry_godden_","commissioner","19780101","19821231"
"141","anguilla","david_le_breton_","commissioner","19740101","19771231"
"142","anguilla","arthur_christopher_watson_","commissioner","19710101","19731231"
"143","anguilla","willoughby_harry_thompson_","commissioner","19690101","19701231"
"144","antigua_and_barbuda","baldwin_spencer_","prime minister","20040324","20161201"
"145","antigua_and_barbuda","lester_bird_","prime minister","19940309","20040324"
"146","antigua_and_barbuda","vere_cornwall_bird_","prime minister","19811101","19940309"
"147","antigua_and_barbuda","louise_lake_tack_","governor general","20070717","20161201"
"148","antigua_and_barbuda","james_carlisle_","governor general","19930610","20070717"
"149","antigua_and_barbuda","sir_wilfred_e_jacobs_","governor general","19811101","19930610"
"150","antigua_and_barbuda","_ representing the british monarch as head of state","governor general","",""
"151","antigua_and_barbuda","george_walter_","premier","19710214","19760201"
"152","antigua_and_barbuda","vere_cornwall_bird_","premier","19670227","19710214"
"153","argentina","orlando_ramon_agosti_","military junta","19760324","19760329"
"154","argentina","emilio_eduardo_massera_","military junta","19760324","19760329"
"155","argentina","jorge_rafael_videla_","military junta","19760324","19760329"
"156","argentina","cristina_fernandez_de_kirchner_","president","20071210","20161201"
"157","argentina","nestor_kirchner_","president","20030525","20071210"
"158","argentina","eduardo_duhalde_","president","20020102","20030525"
"159","argentina","eduardo_camano_","president","20011231","20020102"
"160","argentina","adolfo_rodriguez_saa_","president","20011223","20020101"
"161","argentina","ramon_puerta_","president","20011221","20011223"
"162","argentina","fernando_de_la_rua_","president","19991210","20011221"
"163","argentina","carlos_saul_menem_","president","19890708","19991210"
"164","argentina","raul_alfonsin_","president","19831210","19890708"
"165","argentina","reynaldo_bignone_","president","19820701","19831210"
"166","argentina","alfredo_oscar_saint_jean_","president","19820618","19820701"
"167","argentina","leopoldo_galtieri_","president","19811222","19820618"
"168","argentina","carlos_alberto_lacoste_","president","19811211","19811222"
"169","argentina","roberto_eduardo_viola_","president","19810329","19811211"
"170","argentina","jorge_rafael_videla_","president","19760329","19810329"
"171","argentina","italo_luder_","president","19750913","19751016"
"172","argentina","isabel_peron_","president","19740701","19760324"
"173","argentina","juan_peron_","president","19731012","19740701"
"174","argentina","raul_alberto_lastiri_","president","19730713","19731012"
"175","argentina","hector_jose_campora_","president","19730525","19730713"
"176","argentina","alejandro_agustin_lanusse_","president","19710322","19730525"
"177","argentina","roberto_marcelo_levingston_","president","19700618","19710322"
"178","argentina","pedro_alberto_jose_gnavi_","president","19700608","19700618"
"179","argentina","juan_carlos_ongania_","president","19660629","19700608"
"180","armenia","levon_ter_petrosyan_","chairman","19900804","19980203"
"181","aruba","nelson_oduber_","prime minister","20011030","20161201"
"182","aruba","henny_eman_","prime minister","19940729","20011030"
"183","aruba","nelson_oduber_","prime minister","19890209","19940729"
"184","aruba","henny_eman_","prime minister","19860101","19890209"
"185","aruba","fredis_refunjol_","governor","20040511","20161201"
"186","aruba","olindo_koolman_","governor","19920312","20040511"
"187","aruba","felipe_tromp_","governor","19860101","19920312"
"188","aruba","frans_wernet_","administrator","19850101","19851231"
"189","aruba","pedro_bislip_","administrator","19830101","19851004"
"190","aruba","euladio_d_nicolaas_","administrator","19820101","19830101"
"191","aruba","remy_r_zaandam_","administrator","19820101","20161201"
"192","aruba","francisco_d_figaroa_","administrator","19790101","19820101"
"193","aruba","francisco_l_jossy_tromp_","administrator","19730101","19790101"
"194","aruba","oscar_siegfried_henriquez_","administrator","19640101","19730101"
"195","australia","kevin_rudd_","prime minister","20071203","20161201"
"196","australia","john_howard_","prime minister","19960311","20071203"
"197","australia","paul_keating_","prime minister","19911220","19960311"
"198","australia","bob_hawke_","prime minister","19830311","19911220"
"199","australia","malcolm_fraser_","prime minister","19751111","19830311"
"200","australia","gough_whitlam_","prime minister","19721205","19751111"
"201","australia","william_mcmahon_","prime minister","19710310","19721205"
"202","australia","john_grey_gorton_","prime minister","19680110","19710310"
"203","australia","michael_jeffery_","governor general","20030811","20161201"
"204","australia","sir_guy_green_","governor general","20030515","20030811"
"205","australia","peter_hollingworth_","governor general","20010629","20030528"
"206","australia","sir_william_deane_","governor general","19960216","20010629"
"207","australia","bill_hayden_","governor general","19890216","19960216"
"208","australia","sir_ninian_martin_stephen_","governor general","19820729","19890216"
"209","australia","sir_zelman_cowen_","governor general","19771208","19820729"
"210","australia","sir_john_robert_kerr_","governor general","19740711","19771208"
"211","australia","sir_paul_hasluck_","governor general","19690430","19740711"
"212","azerbaijan","artur_rasizade_","prime minister","20030806","20031104"
"213","azerbaijan","ilham_aliyev_","prime minister","20030804","20031104"
"214","azerbaijan","artur_rasizade_","prime minister","19960720","20030804"
"215","azerbaijan","fuad_guliyev_","prime minister","19941006","19960720"
"216","azerbaijan","suret_huseynov_","prime minister","19930627","19941006"
"217","azerbaijan","panakh_huseynov_","prime minister","19930428","19930607"
"218","azerbaijan","ali_masimov_","prime minister","19930126","19930428"
"219","azerbaijan","rahim_huseynov_","prime minister","19920518","19930126"
"220","azerbaijan","firuz_mustafayev_","prime minister","19920407","19920518"
"221","azerbaijan","hasan_hasanov_","prime minister","19900125","19920407"
"222","azerbaijan","ilham_aliyev_","president","20031031","20161201"
"223","azerbaijan","heydar_aliyev_","president","19930624","20031031"
"224","azerbaijan","abulfez_elchibey_","president","19920616","19930901"
"225","azerbaijan","isa_gambarov_","president","19920519","19920616"
"226","azerbaijan","ayaz_mutalibov_","president","19920514","19920518"
"227","azerbaijan","yagub_mamedov_","president","19920306","19920514"
"228","azerbaijan","ayaz_mutalibov_","president","19900518","19920306"
"229","bahamas","cynthia_pratt_","prime minister","20050504","20050622"
"230","bahamas","perry_christie_","prime minister","20020503","20070504"
"231","bahamas","hubert_ingraham_","prime minister","19920821","20020503"
"232","bahamas","lynden_o_pindling_","prime minister","19690101","19920821"
"233","bahamas","arthur_dion_hanna_","governor general","20060201","20161201"
"234","bahamas","paul_adderley_","governor general","20051201","20060201"
"235","bahamas","dame_ivy_dumont_","governor general","20011113","20051130"
"236","bahamas","orville_turnquest_","governor general","19950103","20011113"
"237","bahamas","sir_clifford_darling_","governor general","19920102","19950102"
"238","bahamas","sir_henry_taylor_","governor general","19880626","19920101"
"239","bahamas","sir_gerald_cash_","governor general","19790122","19880625"
"240","bahamas","sir_milo_butler_","governor general","19730801","19790122"
"241","bahamas","john_warburton_paul_","governor","19720514","19730731"
"242","bahamas","francis_edward_hovell_thurlow_cumming_bruce_","governor","19681101","19720101"
"243","bahrain","sheikh_khalifah_ibn_sulman_al_khalifah_","prime minister","19700119","20161201"
"244","bahrain","sheikh_hamad_ibn isa_al_khalifah_","king","20020214","20161201"
"245","bahrain","sheikh_hamad_ibn isa_al_khalifah_","emir","19990306","20020214"
"246","bahrain","sheikh isa_ibn_sulman_al_khalifah_","emir","19710816","19990306"
"247","bahrain","sheikh isa_ibn_sulman_al_khalifah_","ruler","19611102","19710816"
"248","bangladesh","fakhruddin_ahmed_","prime minister","20070112","20161201"
"249","bangladesh","fazlul_haque_","prime minister","20070111","20070112"
"250","bangladesh","iajuddin_ahmed_","prime minister","20061029","20070111"
"251","bangladesh","latifur_rahman_","prime minister","20010715","20011010"
"252","bangladesh","sheikh_hasina_wajed_","prime minister","19960623","20010715"
"253","bangladesh","mohammad_habibur_rahman_","prime minister","19960330","19960623"
"254","bangladesh","khaleda_zia_","prime minister","19910320","19960330"
"255","bangladesh","kazi_zafar_ahmed_","prime minister","19890812","19901206"
"256","bangladesh","moudud_ahmed_","prime minister","19880327","19890812"
"257","bangladesh","mizanur_rahman_chowdhury_","prime minister","19860709","19880327"
"258","bangladesh","ataur_rahman_khan_","prime minister","19840330","19860709"
"259","bangladesh","shah_azizur_rahman_","prime minister","19790415","19820324"
"260","bangladesh","mashiur_rahman_","prime minister","19780629","19790312"
"261","bangladesh","mohammad_mansoor_ali_","prime minister","19750126","19750815"
"262","bangladesh","mujibur_rahman_","prime minister","19720113","19750126"
"263","bangladesh","tajuddin_ahmed_","prime minister","19710411","19720113"
"264","bangladesh","iajuddin_ahmed_","president","20020906","20161201"
"265","bangladesh","jamiruddin_sircar_","president","20020621","20020906"
"266","bangladesh","a_q_m_badruddoza_chowdhury_","president","20011114","20020621"
"267","bangladesh","abdur_rahman_biswas_","president","19911010","19961009"
"268","bangladesh","shahabuddin_ahmed_","president","19901206","19911010"
"269","bangladesh","a_f_m_ahsanuddin_chowdhury_","president","19820327","19831211"
"270","bangladesh","hossain_mohammad_ershad_","president","19820324","19820327"
"271","bangladesh","abdus_sattar_","president","19810530","19820324"
"272","bangladesh","ziaur_rahman_","president","19770421","19810530"
"273","bangladesh","abu_sadat_mohammad_sayem_","president","19751106","19770421"
"274","bangladesh","khandakar_mushtaq_ahmed_","president","19750815","19751106"
"275","bangladesh","mohammad_mohammadullah_","president","19731226","19750125"
"276","bangladesh","abu_sayeed_chowdhury_","president","19720112","19731224"
"277","bangladesh","syed_nazrul_islam_","president","19710411","19720110"
"278","bangladesh","mujibur_rahman_","president","19710411","19720112"
"279","barbados","david_thompson_","prime minister","20080116","20161201"
"280","barbados","owen_arthur_","prime minister","19940907","20080116"
"281","barbados","erskine_sandiford_","prime minister","19870601","19940907"
"282","barbados","bernard_st_john_","prime minister","19850311","19860529"
"283","barbados","j_m_g_adams_","prime minister","19760908","19850311"
"284","barbados","errol_barrow_","prime minister","19860529","19870601"
"285","barbados","sir_clifford_husbands_","governor general","19960601","20161201"
"286","barbados","sir_denys_williams_","governor general","19951219","19960601"
"287","barbados","dame_nita_barrow_","governor general","19900606","19951219"
"288","barbados","sir_hugh_springer_","governor general","19840224","19900606"
"289","barbados","sir_william_douglas_","governor general","19840110","19840224"
"290","barbados","sir_deighton_lisle_ward_","governor general","19761117","19840109"
"291","barbados","sir_william_douglas_","governor general","19760809","19761117"
"292","barbados","sir_arleigh_winston_scott_","governor general","19670518","19760809"
"293","belarus","syarhey_sidorski_","prime minister","20030710","20161201"
"294","belarus","henadz_navitski_","prime minister","20011001","20030710"
"295","belarus","uladzimir_yarmoshyn_","prime minister","20000218","20011001"
"296","belarus","syarhey_linh_","prime minister","19961118","20000218"
"297","belarus","mikhail_chyhir_","prime minister","19940721","19961118"
"298","belarus","vyachaslau_kebich_","chairman of the council of minister","19900407","19940721"
"299","belarus","alyaksandr_lukashenka_","president","19940720","20161201"
"300","belarus","myechyslau_hryb_","chairman of the supreme soviet","19940128","19940720"
"301","belarus","vyachaslau_kuznyatsou_","chairman of the supreme soviet","19940126","19940128"
"302","belarus","stanislau_shushkevich_","chairman of the supreme soviet","19910918","19940126"
"303","belarus","ivonka_survilla_","chairman of the rada","19970101","20161201"
"304","belarus","barys_ragula_","chairman of the rada","19970101","20161201"
"305","belarus","jazep_sazhych_","chairman of the rada","19821101","19970101"
"306","belarus","vikentsiy_zhuk_hryshkyevich_","chairman of the rada","19700501","19821101"
"307","belarus","mikalay_abramchyk_","chairman of the rada","19430306","19700529"
"308","belgium","herman_van_rompuy_","prime minister","20081231","20161201"
"309","belgium","yves_leterme_","prime minister","20080320","20081219"
"310","belgium","guy_verhofstadt_","prime minister","19990712","20080320"
"311","belgium","jean_luc_dehaene_","prime minister","19920307","19990712"
"312","belgium","mark_eyskens_","prime minister","19810406","19811217"
"313","belgium","wilfried_martens_","prime minister","19790403","19810406"
"314","belgium","paul_vanden_boeynants_","prime minister","19781020","19790403"
"315","belgium","leo_tindemans","prime minister","19740425","19781020"
"316","belgium","edmond_leburton_","prime minister","19730126","19740425"
"317","belgium","gaston_eyskens_","prime minister","19680617","19730126"
"318","belgium","albert_ii_","king","19930809","20161201"
"319","belgium","jean_luc_dehaene_","king","19930731","19930809"
"320","belgium","wilfried_martens_","king","19900404","19900405"
"321","belgium","baudouin_i_","king","19510717","19930731"
"322","belize","dean_barrow_|dean_oliver_barrow_","prime minister","20080208","20161201"
"323","belize","said_musa_","prime minister","19980828","20080208"
"324","belize","manuel_esquivel_","prime minister","19841217","19891107"
"325","belize","george_cadle_price_","prime minister","19610407","19841217"
"326","belize","colville_young_","governor general","19931117","20161201"
"327","belize","minita_gordon_","governor general","19810921","19931117"
"328","belize","sir_james_patrick_ivan_hennessy_","governor","19800101","19810921"
"329","belize","peter_donovan_mcentee_","governor","19760601","19800101"
"330","belize","sir_richard_neil_posnett_","governor","19720126","19760101"
"331","belize","sir_john_warburton_paul_","governor","19660711","19720101"
"332","benin","adrien_houngbedji_","prime minister","19960409","19980514"
"333","benin","nicephore_soglo_","prime minister","19900312","19910404"
"334","benin","yayi_boni_","president","20060406","20161201"
"335","benin","mathieu_kerekou_","president","19960404","20060406"
"336","benin","nicephore_soglo_","president","19910404","19960404"
"337","benin","justin_ahomadegbe_","president","19720507","19721026"
"338","benin","hubert_maga_","president","19700507","19720507"
"339","benin","paul_emile_de_souza_","president","19691213","19700507"
"340","bermuda","ewart_brown_","premier","20061030","20161201"
"341","bermuda","alex_scott_","premier","20030729","20061030"
"342","bermuda","jennifer_smith_","premier","19981110","20030729"
"343","bermuda","pamela_gordon_","premier","19970327","19981110"
"344","bermuda","david_saul_","premier","19950825","19970327"
"345","bermuda","john_swan_","premier","19820115","19950825"
"346","bermuda","david_gibbons_","premier","19770830","19820115"
"347","bermuda","john_sharpe_","premier","19751229","19770830"
"348","bermuda","sir_edward_richards_","premier","19730418","19751229"
"349","bermuda","sir_edward_richards_","government leader","19711229","19730418"
"350","bermuda","sir_henry_tucker_","government leader","19680610","19711229"
"351","bermuda","sir_richard_gozney_","governor","20071212","20161201"
"352","bermuda","sir_john_vereker_","governor","20020411","20071012"
"353","bermuda","tim_gurney_","governor","20011127","20020411"
"354","bermuda","thorold_masefield_","governor","19970604","20011127"
"355","bermuda","david_waddington_","governor","19920825","19970604"
"356","bermuda","sir_desmond_langley_","governor","19881001","19920825"
"357","bermuda","john_william_morrison_ viscount_dunrossil_","governor","19830101","19880101"
"358","bermuda","sir_peter_ramsbotham_","governor","19770101","19800101"
"359","bermuda","sir_edwin_leather_","governor","19730716","19770101"
"360","bermuda","sir_richard_sharples_","governor","19721001","19730310"
"361","bermuda","john_roland_robinson_ baron_martonmere_","governor","19640101","19720101"
"362","bhutan","lyonpo_kinzang_dorji_","prime minister","20020814","20030830"
"363","bhutan","lyonpo_khandu_wangchuk_","prime minister","20010808","20020814"
"364","bhutan","lyonpo_yeshey_zimba_","prime minister","20000720","20010808"
"365","bhutan","lyonpo_sangay_ngedup_","prime minister","19990709","20000720"
"366","bhutan","lyonpo_jigmi_thinley_","prime minister","19980720","19990709"
"367","bhutan","jigme_khesar_namgyal_wangchuk_","king","20061214","20161201"
"368","bhutan","jigme_singye_wangchuk_","king","19720721","20061214"
"369","bhutan","jigme_dorji_wangchuk_","king","19520324","19720721"
"370","bolivia","oscar_pammo_rodriguez_","junta of commander","19810804","19810904"
"371","bolivia","celso_torrelio_villa_","junta of commander","19810804","19810904"
"372","bolivia","waldo_bernal_pereira_","junta of commander","19810804","19810904"
"373","bolivia","evo_morales_","president","20060122","20161201"
"374","bolivia","eduardo_rodriguez_","president","20050609","20060122"
"375","bolivia","carlos_mesa_","president","20031017","20050609"
"376","bolivia","jorge_quiroga_ramirez_","president","20010807","20020806"
"377","bolivia","gonzalo_sanchez_de_lozada_","president","19930806","19970806"
"378","bolivia","jaime_paz_zamora_","president","19890806","19930806"
"379","bolivia","victor_paz_estenssoro_","president","19850806","19890806"
"380","bolivia","hernan_siles_zuazo_","president","19821010","19850806"
"381","bolivia","guido_vildoso_calderon_","president","19820721","19821010"
"382","bolivia","celso_torrelio_villa_","president","19810904","19820719"
"383","bolivia","luis_garcia_meza_tejada_","president","19800718","19810804"
"384","bolivia","lydia_gueiler_tejada_","president","19791117","19800718"
"385","bolivia","alberto_natusch_busch_","president","19791101","19791116"
"386","bolivia","walter_guevara_arze_","president","19790808","19791101"
"387","bolivia","david_padilla_arancibia_","president","19781124","19790808"
"388","bolivia","juan_pereda_asbun_","president","19780721","19781124"
"389","bolivia","hugo_banzer_suarez_","president","19970806","20010807"
"390","bolivia","juan_jose_torres_gonzales_","president","19701007","19710821"
"391","bolivia","alfredo_ovando_candia_","president","19690926","19701006"
"392","bolivia","luis_adolfo_siles_salinas_","president","19690427","19690926"
"393","botswana","ian_khama_","president","20080401","20161201"
"394","botswana","festus_mogae_|festus_gontebanye_mogae_","president","19980401","20080331"
"395","botswana","quett_masire_","president","19800713","19980331"
"396","botswana","sir_seretse_khama_","president","19660930","19800713"
"397","brazil","luiz_inacio_lula_da_silva_|luiz_inacio_da_silva_|lula_da_silva_","president","20030101","20161201"
"398","brazil","fernando_henrique_cardoso_","president","19950101","20030101"
"399","brazil","itamar_franco_","president","19921002","19950101"
"400","brazil","fernando_collor_de_mello_","president","19900315","19921229"
"401","brazil","jose_sarney_","president","19850315","19900315"
"402","brazil","aureliano_chaves_","president","19810923","19811112"
"403","brazil","joao_baptista_de_oliveira_figueired_","president","19790315","19850315"
"404","brazil","ernesto_geisel_","president","19740315","19790315"
"405","brazil","emilio_garrastazu_medici_","president","19691030","19740315"
"406","british_virgin_islands","ralph_oneal_","premier","20070823","20161201"
"407","british_virgin_islands","orlando_smith_","chief minister","20030617","20070823"
"408","british_virgin_islands","ralph_oneal_","chief minister","19950515","20030617"
"409","british_virgin_islands","h_lavity_stoutt_","chief minister","19861001","19950514"
"410","british_virgin_islands","cyril_romney_","chief minister","19831101","19861001"
"411","british_virgin_islands","h_lavity_stoutt_","chief minister","19791101","19831101"
"412","british_virgin_islands","willard_wheatley_","chief minister","19710601","19791101"
"413","british_virgin_islands","h_lavity_stoutt_","chief minister","19670401","19710601"
"414","british_virgin_islands","david_pearey_","governor","20060418","20161201"
"415","british_virgin_islands","dancia_penn_","governor","20060410","20060418"
"416","british_virgin_islands","tom_macan_","governor","20021014","20060410"
"417","british_virgin_islands","elton_georges_","governor","20021005","20021014"
"418","british_virgin_islands","frank_savage_","governor","19980703","20021005"
"419","british_virgin_islands","david_mackilligin_","governor","19950621","19980101"
"420","british_virgin_islands","peter_alfred_penfold_","governor","19911014","19950621"
"421","british_virgin_islands","j_mark_a_herdman_","governor","19860101","19910101"
"422","british_virgin_islands","david_robert_barwick_","governor","19820101","19860101"
"423","british_virgin_islands","james_alfred_davidson_","governor","19780101","19810101"
"424","british_virgin_islands","walter_wilkinson_wallace_","governor","19740701","19781001"
"425","british_virgin_islands","derek_george_cudmore_","governor","19710101","19740101"
"426","british_virgin_islands","john_sutherland_thomson_","administrator","19670101","19710101"
"427","brunei_darussalam","peter_gautrey_","british","19720101","19750101"
"428","brunei_darussalam","arthur_robin_adair_","british","19670101","19720101"
"429","brunei_darussalam","sir_hassanal_bolkiah_muizzadin_waddaulah_","prime minister","19840101","20161201"
"430","brunei_darussalam","pehin_orang_kaya_laila_wijaya_dato_haji_abdul_aziz_umar_","chief minister","19810901","19831231"
